date, pm25, pm10, no2, so2, co
2017/4/26, 41, , 3, , 
2017/4/27, 35, , 3, , 
2017/4/28, 39, , 6, , 
2017/4/29, 42, , 7, , 
2017/4/30, 59, , 2, , 
2017/5/1, 32, , 2, , 
2017/5/2, 22, , 4, , 
2017/5/3, 29, , 7, , 
2017/5/4, 41, , 5, , 
2017/5/5, 55, , 7, , 
2017/5/6, 47, , 3, , 
2017/5/7, 53, , 1, , 
2017/5/8, 47, , 4, , 
2017/5/9, 27, , 9, , 
2017/5/10, 54, , 5, , 
2017/5/11, 40, , 6, , 
2017/5/12, 46, , 6, , 
2017/5/13, 48, , 3, , 
2017/5/14, 21, , 7, , 
2017/5/15, 27, , 4, , 
2017/5/16, 31, , 2, , 
2017/5/17, 32, , 3, , 
2017/5/18, 35, , 5, , 
2017/5/19, 29, , 5, , 
2017/5/20, 48, , 5, , 
2017/5/21, 73, , 7, , 
2017/5/22, 80, , 6, , 
2017/5/23, 75, , 5, , 
2017/5/24, 75, , 5, , 
2017/5/25, 58, , 3, , 
2017/5/26, 28, , 4, , 
2017/5/27, 19, , 3, , 
2017/5/28, 28, , 2, , 
2017/5/29, 34, , 6, , 
2017/5/30, 64, , 5, , 
2017/5/31, 88, , 5, , 
2017/6/1, 75, , 4, , 
2017/6/2, 26, , 2, , 
2017/6/3, 19, , 2, , 
2017/6/4, 20, , 2, , 
2017/6/5, 29, , 2, , 
2017/6/6, 32, , 6, , 
2017/6/7, 45, , 4, , 
2017/6/8, 28, , 1, , 
2017/6/9, 38, , 2, , 
2017/6/10, 40, , 1, , 
2017/6/11, 23, , 3, , 
2017/6/12, 38, , 2, , 
2017/6/13, 40, , 3, , 
2017/6/14, 32, , 6, , 
2017/6/15, 48, , 5, , 
2017/6/16, 35, , 2, , 
2017/6/17, 26, , 3, , 
2017/6/18, 45, , 4, , 
2017/6/19, 47, , 6, , 
2017/6/20, 52, , 6, , 
2017/6/21, 46, , 2, , 
2017/6/22, 35, , 3, , 
2017/6/23, 50, , 3, , 
2017/6/24, 55, , 3, , 
2017/6/25, 55, , 1, , 
2017/6/26, 28, , 3, , 
2017/6/27, 32, , 6, , 
2017/6/28, 40, , 6, , 
2017/6/29, 38, , 5, , 
2017/6/30, 48, , 5, , 
2017/1/2, 64, 16, 9, , 
2017/1/3, 56, 10, 9, , 
2017/1/4, 45, 7, 6, , 
2017/1/5, 34, 8, 8, , 
2017/1/6, 26, 9, 6, , 
2017/1/7, 30, 10, 8, , 
2017/1/8, 46, 11, 15, , 
2017/1/9, 48, 11, 5, , 
2017/1/10, 42, 8, 2, , 
2017/1/11, 33, 12, 2, , 
2017/1/12, 30, 8, 9, , 
2017/1/13, 36, 8, 16, , 
2017/1/14, 32, 8, 10, , 
2017/1/15, 28, 6, 11, , 
2017/1/16, 28, 5, 10, , 
2017/1/17, 24, 9, 19, , 
2017/1/18, 26, 9, 7, , 
2017/1/19, 22, 11, 9, , 
2017/1/20, 32, 6, 7, , 
2017/1/21, 17, 7, 11, , 
2017/1/22, 23, 7, 5, , 
2017/1/23, 23, 8, 7, , 
2017/1/24, 15, 8, 7, , 
2017/1/25, 27, 10, 11, , 
2017/1/26, 33, 12, 4, , 
2017/1/27, 31, 10, 2, , 
2017/1/28, 27, 9, 9, , 
2017/1/29, 27, 11, 9, , 
2017/1/30, 46, 9, 6, , 
2017/1/31, 28, 9, 5, , 
2017/2/1, 26, 11, 4, , 
2017/2/2, 20, 10, 5, , 
2017/2/3, 29, 9, 6, , 
2017/2/4, 29, 12, 15, , 
2017/2/5, 44, 9, 11, , 
2017/2/6, 23, 8, 6, , 
2017/2/7, 21, 6, 6, , 
2017/2/8, 15, 8, 14, , 
2017/2/9, 22, 6, 6, , 
2017/2/10, 21, 5, 10, , 
2017/2/11, 16, 5, 4, , 
2017/2/12, 13, 6, 4, , 
2017/2/13, 14, 6, 6, , 
2017/2/14, 16, 7, 5, , 
2017/2/15, 26, 18, 5, , 
2017/2/16, 46, 13, 4, , 
2017/2/17, 39, 8, 2, , 
2017/2/18, 28, 8, 5, , 
2017/2/19, 24, 13, 24, , 
2017/2/20, 29, 9, 6, , 
2017/2/21, 18, 10, 6, , 
2017/2/22, 18, 10, 18, , 
2017/2/23, 27, 17, 4, , 
2017/2/24, 40, 10, 6, , 
2017/2/25, 28, 11, 7, , 
2017/2/26, 37, 8, 7, , 
2017/2/27, 23, 10, 11, , 
2017/2/28, 33, 12, 18, , 
2017/3/1, 43, 19, 23, , 
2017/3/2, 58, 15, 6, , 
2017/3/3, 45, 15, 4, , 
2017/3/4, 47, 13, 4, , 
2017/3/5, 42, 13, 10, , 
2017/3/6, 34, 11, 4, , 
2017/3/7, 26, 9, 7, , 
2017/3/8, 28, 14, 4, , 
2017/3/9, 42, 11, 6, , 
2017/3/10, 30, 9, 14, , 
2017/3/11, 30, 12, 15, , 
2017/3/12, 31, 14, 19, , 
2017/3/13, 43, 13, 15, , 
2017/3/14, 38, 10, 4, , 
2017/3/15, 30, 13, 11, , 
2017/3/16, 33, 10, 7, , 
2017/3/17, 25, 14, 7, , 
2017/3/18, 42, 12, 6, , 
2017/3/19, 31, 14, 4, , 
2017/3/20, 40, 25, 14, , 
2017/3/21, 71, 12, 3, , 
2017/3/22, 38, 9, 3, , 
2017/3/23, 22, 10, 5, , 
2017/3/24, 17, 11, 4, , 
2017/3/25, 20, 12, 8, , 
2017/3/26, 28, 9, 6, , 
2017/3/27, 24, 14, 10, , 
2017/3/28, 36, 24, 5, , 
2017/3/29, 63, 27, 5, , 
2017/3/30, 80, 10, 6, , 
2017/3/31, 43, 12, 9, , 
2016/10/1, 27, 14, 3, , 
2016/10/2, 44, 15, 5, , 
2016/10/3, 39, 15, 2, , 
2016/10/4, 47, 17, 6, , 
2016/10/5, 53, 9, 2, , 
2016/10/6, 31, 10, 2, , 
2016/10/7, 30, 13, 11, , 
2016/10/8, 29, 8, 1, , 
2016/10/9, 26, 8, 3, , 
2016/10/10, 27, 10, 3, , 
2016/10/11, 29, 9, 4, , 
2016/10/12, 31, 8, 5, , 
2016/10/13, 25, 14, 5, , 
2016/10/14, 45, 13, 8, , 
2016/10/15, 44, 20, 7, , 
2016/10/16, 59, 15, 7, , 
2016/10/17, 45, 12, 4, , 
2016/10/18, 38, 14, 6, , 
2016/10/19, 40, 17, 3, , 
2016/10/20, 52, 12, 3, , 
2016/10/21, 27, 13, 5, , 
2016/10/22, 40, 8, 4, , 
2016/10/23, 30, 11, 4, , 
2016/10/24, 38, 12, 9, , 
2016/10/25, 44, 11, 3, , 
2016/10/26, 27, 11, 3, , 
2016/10/27, 39, 12, 6, , 
2016/10/28, 31, 11, 5, , 
2016/10/29, 39, 13, 6, , 
2016/10/30, 41, 13, 7, , 
2016/10/31, 37, 18, 7, , 
2016/11/1, 50, 11, 8, , 
2016/11/2, 41, 8, 7, , 
2016/11/3, 28, 12, 6, , 
2016/11/4, 49, 18, 8, , 
2016/11/5, 56, 14, 3, , 
2016/11/6, 38, 8, 10, , 
2016/11/7, 32, 11, 11, , 
2016/11/8, 37, 10, 3, , 
2016/11/9, 30, 11, 8, , 
2016/11/10, 36, 11, 20, , 
2016/11/11, 28, 8, 7, , 
2016/11/12, 26, 16, 9, , 
2016/11/13, 50, 10, 12, , 
2016/11/14, 34, 16, 4, , 
2016/11/15, 54, 9, 3, , 
2016/11/16, 24, 9, 5, , 
2016/11/17, 27, 11, 6, , 
2016/11/18, 33, 17, 20, , 
2016/11/19, 52, 10, 8, , 
2016/11/20, 33, 10, 8, , 
2016/11/21, 40, 9, 9, , 
2016/11/22, 39, 6, 5, , 
2016/11/23, 28, 7, 9, , 
2016/11/24, 27, 7, 8, , 
2016/11/25, 25, 7, 13, , 
2016/11/26, 34, 10, 12, , 
2016/11/27, 39, 17, 8, , 
2016/11/28, 60, 11, 5, , 
2016/11/29, 43, 11, 15, , 
2016/11/30, 38, 12, 16, , 
2016/12/1, 43, 12, 2, , 
2016/12/2, 46, 11, 9, , 
2016/12/3, 43, 11, 14, , 
2016/12/4, 36, 18, 11, , 
2016/12/5, 52, 13, 7, , 
2016/12/6, 46, 8, 7, , 
2016/12/7, 30, 8, 12, , 
2016/12/8, 40, 7, 15, , 
2016/12/9, 25, 6, 4, , 
2016/12/10, 30, 7, 7, , 
2016/12/11, 26, 9, 15, , 
2016/12/12, 38, 14, 18, , 
2016/12/13, 49, 16, 13, , 
2016/12/14, 60, 8, 7, , 
2016/12/15, 27, 8, 8, , 
2016/12/16, 26, 8, 5, , 
2016/12/17, 32, 22, 6, , 
2016/12/18, 62, 18, 13, , 
2016/12/19, 64, 35, 22, , 
2016/12/20, 99, 39, 18, , 
2016/12/21, 104, 27, 33, , 
2016/12/22, 73, 7, 12, , 
2016/12/23, 22, 5, 6, , 
2016/12/24, 23, 6, 6, , 
2016/12/25, 21, 6, 6, , 
2016/12/26, 21, 9, 12, , 
2016/12/27, 31, 8, 8, , 
2016/12/28, 36, 10, 6, , 
2016/12/29, 40, 8, 4, , 
2016/12/30, 37, 10, 5, , 
2016/12/31, 38, , , , 
2016/7/1, 51, 22, 7, , 
2016/7/2, 45, 9, 1, , 
2016/7/3, 29, 6, 1, , 
2016/7/4, 23, 10, 2, , 
2016/7/5, 31, 8, 5, , 
2016/7/6, 28, 6, 2, , 
2016/7/7, 19, 11, 2, , 
2016/7/8, 28, 13, 4, , 
2016/7/9, 28, 13, 2, , 
2016/7/10, 41, 8, 1, , 
2016/7/11, 23, 7, 3, , 
2016/7/12, 31, 12, 5, , 
2016/7/13, 37, 9, 7, , 
2016/7/14, 30, 6, 4, , 
2016/7/15, 18, 12, 4, , 
2016/7/16, 34, 19, 6, , 
2016/7/17, 49, 11, 6, , 
2016/7/18, 26, 9, 2, , 
2016/7/19, 21, 10, 3, , 
2016/7/20, 33, 10, 4, , 
2016/7/21, 34, 10, 4, , 
2016/7/22, 40, 7, 3, , 
2016/7/23, 29, 7, 2, , 
2016/7/24, 19, 10, 3, , 
2016/7/25, 29, 10, 4, , 
2016/7/26, 34, 17, 7, , 
2016/7/27, 40, 21, 6, , 
2016/7/28, 45, 32, 10, , 
2016/7/29, 70, 40, 9, , 
2016/7/30, 81, 33, 5, , 
2016/7/31, 71, 19, 4, , 
2016/8/1, 42, 14, 6, , 
2016/8/2, 28, 15, 4, , 
2016/8/3, 41, 15, 2, , 
2016/8/4, 52, 17, 2, , 
2016/8/5, 48, 24, 5, , 
2016/8/6, 58, 33, 6, , 
2016/8/7, 69, 40, 5, , 
2016/8/8, 64, 11, 2, , 
2016/8/9, 31, 11, 2, , 
2016/8/10, 29, 10, 3, , 
2016/8/11, 28, 12, 4, , 
2016/8/12, 36, 16, 3, , 
2016/8/13, 47, 10, 3, , 
2016/8/14, 33, 14, 4, , 
2016/8/15, 35, 20, 5, , 
2016/8/16, 52, 14, 4, , 
2016/8/17, 27, 10, 3, , 
2016/8/18, 26, 15, 3, , 
2016/8/19, 37, 23, 4, , 
2016/8/20, 41, 7, 3, , 
2016/8/21, 19, 11, 5, , 
2016/8/22, 31, 6, 1, , 
2016/8/23, 22, 13, 3, , 
2016/8/24, 39, 19, 6, , 
2016/8/25, 51, 11, 4, , 
2016/8/26, 30, 7, 2, , 
2016/8/27, 19, 6, 1, , 
2016/8/28, 18, 7, 1, , 
2016/8/29, 13, 9, 1, , 
2016/8/30, 19, 20, 4, , 
2016/8/31, 41, 28, 5, , 
2016/9/1, 64, 18, 3, , 
2016/9/2, 54, 17, 4, , 
2016/9/3, 48, 9, 3, , 
2016/9/4, 23, 7, 3, , 
2016/9/5, 22, 15, 4, , 
2016/9/6, 29, 12, 3, , 
2016/9/7, 40, 12, 3, , 
2016/9/8, 31, 6, 3, , 
2016/9/9, 18, 7, 2, , 
2016/9/10, 20, 9, 3, , 
2016/9/11, 23, 9, 4, , 
2016/9/12, 30, 8, 4, , 
2016/9/13, 21, 6, 5, , 
2016/9/14, 17, 9, 3, , 
2016/9/15, 30, 11, 3, , 
2016/9/16, 32, 13, 3, , 
2016/9/17, 39, 8, 2, , 
2016/9/18, 26, 7, 2, , 
2016/9/19, 17, 8, 4, , 
2016/9/20, 18, 15, 5, , 
2016/9/21, 43, 10, 6, , 
2016/9/22, 28, 7, 4, , 
2016/9/23, 23, 8, 5, , 
2016/9/24, 26, 13, 3, , 
2016/9/25, 41, 15, 4, , 
2016/9/26, 46, 22, 7, , 
2016/9/27, 55, 12, 2, , 
2016/9/28, 32, 10, 2, , 
2016/9/29, 27, 13, 4, , 
2016/9/30, 25, 9, 4, , 
2016/4/1, 60, , 6, , 
2016/4/2, 47, , 6, , 
2016/4/3, 36, , 4, , 
2016/4/4, 26, , 4, , 
2016/4/5, 33, , 4, , 
2016/4/6, 44, , 16, , 
2016/4/7, 51, , 4, , 
2016/4/8, 39, , 4, , 
2016/4/9, 58, , 5, , 
2016/4/10, 50, , 5, , 
2016/4/11, 46, , 4, , 
2016/4/12, 46, , 9, , 
2016/4/13, 46, , 8, , 
2016/4/14, 37, , 2, , 
2016/4/15, 28, , 8, , 
2016/4/16, 82, , 7, , 
2016/4/17, 70, , 2, , 
2016/4/18, 44, , 2, , 
2016/4/19, 23, , 2, , 
2016/4/20, 45, , 7, , 
2016/4/21, 51, , 8, , 
2016/4/22, 66, , 6, , 
2016/4/23, 61, , 3, , 
2016/4/24, 51, , 10, , 
2016/4/25, 57, , 6, , 
2016/4/26, 54, , 5, , 
2016/4/27, 41, , 6, , 
2016/4/28, 22, , 2, , 
2016/4/29, 22, , 2, , 
2016/4/30, 25, , 7, , 
2016/5/1, 37, , 6, , 
2016/5/2, 48, , 7, , 
2016/5/3, 60, , 8, , 
2016/5/4, 63, , 1, , 
2016/5/5, 39, , 6, , 
2016/5/6, 44, , 3, , 
2016/5/7, 53, , 2, , 
2016/5/8, 69, , 8, , 
2016/5/9, 60, , 5, , 
2016/5/10, 46, , 4, , 
2016/5/11, 12, , 3, , 
2016/5/12, 26, , 6, , 
2016/5/13, 43, , 4, , 
2016/5/14, 42, , 5, , 
2016/5/15, 34, , 5, , 
2016/5/16, 51, , 4, , 
2016/5/17, 37, , 6, , 
2016/5/18, 61, , 7, , 
2016/5/19, 58, , 6, , 
2016/5/20, 39, , 4, , 
2016/5/21, 23, , 5, , 
2016/5/22, 43, , 3, , 
2016/5/23, 68, , 5, , 
2016/5/24, 74, , 3, , 
2016/5/25, 61, , 4, , 
2016/5/26, 73, , 3, , 
2016/5/27, 70, , 3, , 
2016/5/28, 57, , 4, , 
2016/5/29, 56, 19, 4, , 
2016/5/30, 49, 19, 4, , 
2016/5/31, 45, 8, 1, , 
2016/6/1, 22, 8, 2, , 
2016/6/2, 20, 9, 2, , 
2016/6/3, 25, 12, 4, , 
2016/6/4, 40, 11, 3, , 
2016/6/5, 27, 10, 7, , 
2016/6/6, 34, 13, 12, , 
2016/6/7, 43, 16, 11, , 
2016/6/8, 54, 19, 10, , 
2016/6/9, 49, 10, 2, , 
2016/6/10, 39, 12, 4, , 
2016/6/11, 46, 18, 3, , 
2016/6/12, 50, 15, 6, , 
2016/6/13, 40, 8, 4, , 
2016/6/14, 25, 10, 4, , 
2016/6/15, 41, 11, 5, , 
2016/6/16, 30, 11, 6, , 
2016/6/17, 31, 7, 2, , 
2016/6/18, 18, 11, 4, , 
2016/6/19, 37, 19, 7, , 
2016/6/20, 52, 11, 4, , 
2016/6/21, 46, 8, 3, , 
2016/6/22, 23, 5, 3, , 
2016/6/23, 24, 7, 5, , 
2016/6/24, 18, 11, 4, , 
2016/6/25, 29, 7, 1, , 
2016/6/26, 22, 6, 2, , 
2016/6/27, 16, 10, 6, , 
2016/6/28, 31, 12, 7, , 
2016/6/29, 43, 16, 7, , 
2016/6/30, 55, 15, 11, , 
2016/1/4, 38, 7, 4, , 
2016/1/5, 29, 7, 3, , 
2016/1/6, 19, 9, 5, , 
2016/1/7, 30, 8, 4, , 
2016/1/8, 26, 7, 5, , 
2016/1/9, 21, 8, 5, , 
2016/1/10, 32, 7, 6, , 
2016/1/11, 27, 6, 6, , 
2016/1/12, 19, 8, 15, , 
2016/1/13, 24, 9, 9, , 
2016/1/14, 33, 8, 9, , 
2016/1/15, 29, 8, 7, , 
2016/1/16, 28, 7, 11, , 
2016/1/17, 23, 9, 14, , 
2016/1/18, 34, 6, 15, , 
2016/1/19, 22, 7, 18, , 
2016/1/20, 21, 7, 9, , 
2016/1/21, 18, 8, 6, , 
2016/1/22, 28, 6, 9, , 
2016/1/23, 23, 9, 15, , 
2016/1/24, 26, 7, 8, , 
2016/1/25, 29, 10, 15, , 
2016/1/26, 34, 12, 12, , 
2016/1/27, 46, 10, 6, , 
2016/1/28, 42, 10, 9, , 
2016/1/29, 41, 10, 9, , 
2016/1/30, 37, 6, 4, , 
2016/1/31, 22, 8, 6, , 
2016/2/1, 28, 8, 7, , 
2016/2/2, 24, 7, 9, , 
2016/2/3, 29, 8, 12, , 
2016/2/4, 24, 11, 6, , 
2016/2/5, 45, 8, 8, , 
2016/2/6, 33, 9, 6, , 
2016/2/7, 30, 9, 14, , 
2016/2/8, 41, 15, 13, , 
2016/2/9, 48, 11, 4, , 
2016/2/10, 48, 9, 10, , 
2016/2/11, 39, 13, 21, , 
2016/2/12, 50, 12, 24, , 
2016/2/13, 38, 9, 19, , 
2016/2/14, 28, 8, 2, , 
2016/2/15, 23, 7, 5, , 
2016/2/16, 22, 8, 5, , 
2016/2/17, 30, 9, 8, , 
2016/2/18, 25, 14, 12, , 
2016/2/19, 44, 17, 14, , 
2016/2/20, 56, 8, 4, , 
2016/2/21, 32, 12, 6, , 
2016/2/22, 34, 19, 13, , 
2016/2/23, 52, 10, 5, , 
2016/2/24, 23, 7, 7, , 
2016/2/25, 32, 8, 8, , 
2016/2/26, 34, 12, 8, , 
2016/2/27, 44, 15, 14, , 
2016/2/28, 52, 12, 7, , 
2016/2/29, 34, 11, 4, , 
2016/3/1, 34, 11, 8, , 
2016/3/2, 39, 15, 16, , 
2016/3/3, 49, 11, 11, , 
2016/3/4, 32, 9, 16, , 
2016/3/5, 26, 17, 21, , 
2016/3/6, 57, 13, 9, , 
2016/3/7, 35, 18, 10, , 
2016/3/8, 45, 11, 4, , 
2016/3/9, 28, 16, 7, , 
2016/3/10, 42, 15, 5, , 
2016/3/11, 40, 11, 6, , 
2016/3/12, 26, 10, 9, , 
2016/3/13, 26, 14, 18, , 
2016/3/14, 48, 15, 6, , 
2016/3/15, 45, 16, 4, , 
2016/3/16, 49, 29, 7, , 
2016/3/17, 78, 22, 17, , 
2016/3/18, 70, 14, 13, , 
2016/3/19, 49, 12, 4, , 
2016/3/20, 38, 9, 5, , 
2016/3/21, 24, 15, 8, , 
2016/3/22, 42, , 4, , 
2016/3/23, 19, 17, 6, , 
2016/3/24, 20, 6, 4, , 
2016/3/25, 17, 5, 4, , 
2016/3/26, 16, , 5, , 
2016/3/27, 24, 12, 7, , 
2016/3/28, 43, 16, 10, , 
2016/3/29, 60, , 11, , 
2016/3/30, 69, , 6, , 
2016/3/31, 69, , 8, , 
2015/10/1, 30, 12, 2, , 
2015/10/2, 44, 11, 2, , 
2015/10/3, 43, 8, 1, , 
2015/10/4, 34, 9, 3, , 
2015/10/5, 39, 10, 7, , 
2015/10/6, 36, 8, 6, , 
2015/10/7, 40, 10, 4, , 
2015/10/8, 34, 10, 3, , 
2015/10/9, 43, 15, 4, , 
2015/10/10, 52, 15, 6, , 
2015/10/11, 55, 11, 3, , 
2015/10/12, 45, 7, 3, , 
2015/10/13, 33, 7, 3, , 
2015/10/14, 26, 10, 6, , 
2015/10/15, 39, 15, 6, , 
2015/10/16, 54, 28, 5, , 
2015/10/17, 86, 28, 4, , 
2015/10/18, 96, 10, 5, , 
2015/10/19, 41, 10, 8, , 
2015/10/20, 45, 11, 5, , 
2015/10/21, 48, 9, 4, , 
2015/10/22, 39, 10, 7, , 
2015/10/23, 39, 13, 5, , 
2015/10/24, 49, 21, 2, , 
2015/10/25, 75, 18, 4, , 
2015/10/26, 63, 15, 14, , 
2015/10/27, 57, 18, 7, , 
2015/10/28, 58, 13, 7, , 
2015/10/29, 59, 10, 6, , 
2015/10/30, 46, 23, 5, , 
2015/10/31, 83, 15, 4, , 
2015/11/1, 58, 11, 9, , 
2015/11/2, 47, 11, 8, , 
2015/11/3, 57, 20, 13, , 
2015/11/4, 72, 13, 13, , 
2015/11/5, 57, 24, 10, , 
2015/11/6, 85, 14, 6, , 
2015/11/7, 57, 12, 7, , 
2015/11/8, 49, 8, 8, , 
2015/11/9, 35, 5, 4, , 
2015/11/10, 27, 6, 6, , 
2015/11/11, 27, 7, 9, , 
2015/11/12, 33, 9, 10, , 
2015/11/13, 39, 8, 14, , 
2015/11/14, 36, 10, 10, , 
2015/11/15, 37, 12, 7, , 
2015/11/16, 44, 12, 9, , 
2015/11/17, 53, 9, 5, , 
2015/11/18, 36, 10, 8, , 
2015/11/19, 32, 8, 10, , 
2015/11/20, 33, 6, 6, , 
2015/11/21, 32, 8, 6, , 
2015/11/22, 31, 10, 9, , 
2015/11/23, 31, 8, 10, , 
2015/11/24, 24, 7, 8, , 
2015/11/25, 30, 7, 12, , 
2015/11/26, 23, 7, 5, , 
2015/11/27, 21, 7, 5, , 
2015/11/28, 19, 9, 3, , 
2015/11/29, 33, 10, 6, , 
2015/11/30, 29, 8, 4, , 
2015/12/1, 32, 8, 10, , 
2015/12/2, 33, 11, 11, , 
2015/12/3, 45, 8, 4, , 
2015/12/4, 36, 10, 4, , 
2015/12/5, 38, 8, 3, , 
2015/12/6, 26, 8, 7, , 
2015/12/7, 27, 7, 12, , 
2015/12/8, 27, 6, 8, , 
2015/12/9, 30, 8, 9, , 
2015/12/10, 32, 8, 13, , 
2015/12/11, 31, 12, 7, , 
2015/12/12, 52, 10, 7, , 
2015/12/13, 52, 10, 13, , 
2015/12/14, 38, 12, 22, , 
2015/12/15, 39, 12, 8, , 
2015/12/16, 39, 13, 4, , 
2015/12/17, 51, 9, 4, , 
2015/12/18, 31, 9, 3, , 
2015/12/19, 30, 8, 4, , 
2015/12/20, 29, 7, 7, , 
2015/12/21, 25, 8, 8, , 
2015/12/22, 28, 10, 19, , 
2015/12/23, 36, 12, 18, , 
2015/12/24, 43, 11, 7, , 
2015/12/25, 39, 9, 6, , 
2015/12/26, 30, 8, 3, , 
2015/12/27, 22, 8, 4, , 
2015/12/28, 20, 6, 5, , 
2015/12/29, 23, 7, 9, , 
2015/12/30, 19, , , , 
2016/1/1, 23, 26, 7, , 
2016/1/2, 69, 26, 8, , 
2016/1/3, 76, 10, 8, , 
2015/7/1, 60, 12, 2, , 
2015/7/2, 51, 9, 4, , 
2015/7/3, 41, 13, 5, , 
2015/7/4, 41, 10, 4, , 
2015/7/5, 38, 11, 4, , 
2015/7/6, 41, 12, 2, , 
2015/7/7, 42, 11, 3, , 
2015/7/8, 41, 11, 5, , 
2015/7/9, 52, 9, 2, , 
2015/7/10, 40, 11, 2, , 
2015/7/11, 44, 14, 2, , 
2015/7/12, 53, 20, 8, , 
2015/7/13, 72, 31, 4, , 
2015/7/14, 73, 20, 2, , 
2015/7/15, 43, 13, 3, , 
2015/7/16, 46, 12, 3, , 
2015/7/17, 42, 11, 5, , 
2015/7/18, 37, 14, 3, , 
2015/7/19, 42, 15, 2, , 
2015/7/20, 40, 19, 8, , 
2015/7/21, 58, 17, 4, , 
2015/7/22, 53, 14, 3, , 
2015/7/23, 44, 13, 3, , 
2015/7/24, 45, 9, 3, , 
2015/7/25, 34, 15, 2, , 
2015/7/26, 47, 20, 1, , 
2015/7/27, 57, 19, 8, , 
2015/7/28, 56, 20, 8, , 
2015/7/29, 59, 26, 5, , 
2015/7/30, 69, 33, 3, , 
2015/7/31, 78, 20, 1, , 
2015/8/1, 64, 15, 4, , 
2015/8/2, 49, 29, 6, , 
2015/8/3, 70, 31, 5, , 
2015/8/4, 75, 21, 3, , 
2015/8/5, 68, 43, 6, , 
2015/8/6, 91, 26, 4, , 
2015/8/7, 62, 11, 4, , 
2015/8/8, 38, 18, 3, , 
2015/8/9, 50, 21, 5, , 
2015/8/10, 56, 25, 4, , 
2015/8/11, 62, 17, 3, , 
2015/8/12, 53, 12, 2, , 
2015/8/13, 40, 8, 1, , 
2015/8/14, 25, 7, 2, , 
2015/8/15, 14, 12, 2, , 
2015/8/16, 36, 12, 3, , 
2015/8/17, 43, 7, 1, , 
2015/8/18, 22, 12, 1, , 
2015/8/19, 45, 11, 2, , 
2015/8/20, 36, 16, 5, , 
2015/8/21, 57, 10, 2, , 
2015/8/22, 34, 7, 2, , 
2015/8/23, 24, 7, 1, , 
2015/8/24, 34, 10, 2, , 
2015/8/25, 40, 10, 4, , 
2015/8/26, 37, 11, 5, , 
2015/8/27, 35, 12, 2, , 
2015/8/28, 49, 15, 3, , 
2015/8/29, 44, 14, 3, , 
2015/8/30, 49, 13, 3, , 
2015/8/31, 45, 12, 5, , 
2015/9/1, 46, 14, 4, , 
2015/9/2, 44, 15, 1, , 
2015/9/3, 58, 13, 2, , 
2015/9/4, 46, 11, 1, , 
2015/9/5, 37, 9, 3, , 
2015/9/6, 43, 6, 2, , 
2015/9/7, 27, 9, 1, , 
2015/9/8, 33, 10, 1, , 
2015/9/9, 32, 8, 1, , 
2015/9/10, 17, 5, 3, , 
2015/9/11, 14, 9, 2, , 
2015/9/12, 36, 8, 4, , 
2015/9/13, 39, 8, 3, , 
2015/9/14, 31, 7, 3, , 
2015/9/15, 37, 9, 3, , 
2015/9/16, 30, 13, 3, , 
2015/9/17, 49, 8, 1, , 
2015/9/18, 30, 6, 3, , 
2015/9/19, 18, 7, 2, , 
2015/9/20, 25, 12, 2, , 
2015/9/21, 47, 14, 1, , 
2015/9/22, 53, 17, 4, , 
2015/9/23, 60, 16, 7, , 
2015/9/24, 59, 12, 5, , 
2015/9/25, 47, 7, 4, , 
2015/9/26, 21, 12, 2, , 
2015/9/27, 45, 12, 2, , 
2015/9/28, 43, 6, 1, , 
2015/9/29, 29, 6, 2, , 
2015/9/30, 30, 10, 6, , 
2015/4/1, 79, 14, 6, , 
2015/4/2, 54, 12, 7, , 
2015/4/3, 49, 12, 4, , 
2015/4/4, 49, 10, 9, , 
2015/4/5, 48, 9, 3, , 
2015/4/6, 44, 13, 2, , 
2015/4/7, 56, 9, 4, , 
2015/4/8, 38, 10, 8, , 
2015/4/9, 40, 12, 9, , 
2015/4/10, 47, 14, 7, , 
2015/4/11, 55, 16, 4, , 
2015/4/12, 60, 18, 7, , 
2015/4/13, 70, 19, 8, , 
2015/4/14, 67, 8, 8, , 
2015/4/15, 35, 11, 4, , 
2015/4/16, 50, 18, 9, , 
2015/4/17, 62, 28, 6, , 
2015/4/18, 68, 16, 4, , 
2015/4/19, 61, 15, 12, , 
2015/4/20, 57, 11, 5, , 
2015/4/21, 36, 24, 9, , 
2015/4/22, 68, 23, 10, , 
2015/4/23, 73, 24, 12, , 
2015/4/24, 76, 22, 8, , 
2015/4/25, 67, 19, 3, , 
2015/4/26, 65, 29, 2, , 
2015/4/27, 85, 43, 4, , 
2015/4/28, 115, 37, 6, , 
2015/4/29, 102, 28, 8, , 
2015/4/30, 84, 28, 3, , 
2015/5/1, 86, 28, 6, , 
2015/5/2, 87, 32, 8, , 
2015/5/3, 93, 22, 9, , 
2015/5/4, 75, 19, 2, , 
2015/5/5, 56, 16, 3, , 
2015/5/6, 55, 34, 4, , 
2015/5/7, 75, 22, 7, , 
2015/5/8, 51, 17, 4, , 
2015/5/9, 45, 10, 2, , 
2015/5/10, 37, 12, 3, , 
2015/5/11, 43, 14, 8, , 
2015/5/12, 46, 16, 3, , 
2015/5/13, 56, 24, 2, , 
2015/5/14, 67, 18, 5, , 
2015/5/15, 59, 10, 3, , 
