date, pm10, o3, no2, so2, co
2016/2/3, 14, 39, 17, 2, 
2016/2/4, 28, 33, 6, 1, 
2016/2/5, 29, 36, 11, , 
2016/2/6, 29, 35, 16, 1, 
2016/2/7, 22, 34, 20, , 
2016/2/8, 28, 39, 19, , 
2016/2/9, 22, 36, 10, 1, 
2016/2/10, 31, 32, 6, 1, 
2016/2/11, 14, 36, 16, 1, 
2016/2/12, 18, 35, 4, 1, 
2016/2/13, 23, 35, 4, 1, 
2016/2/14, 19, 38, 11, 1, 
2016/2/15, 21, 38, 11, 1, 
2016/2/16, 23, 41, 15, 2, 
2016/2/17, 35, 38, 15, 1, 
2016/2/18, 39, 31, 12, , 
2016/2/19, 19, 35, 11, 1, 
2016/2/20, 20, 39, 12, 2, 
2016/2/21, 24, 39, 16, 1, 
2016/2/22, 24, 41, 17, 1, 
2016/2/23, 24, 29, 17, , 
2016/2/24, 31, 22, 19, , 
2016/2/25, 29, 34, 9, 1, 
2016/2/26, 26, 37, 5, 3, 
2016/2/27, 18, 37, 10, 1, 
2016/2/28, 21, 28, 17, 1, 
2016/2/29, 31, 24, 11, 1, 
2016/3/1, 19, 37, 3, 1, 
2016/3/2, 27, 41, 14, 1, 
2016/3/3, 23, 40, 12, 1, 
2016/3/4, 26, 37, 6, , 
2016/3/5, 13, 29, 12, 1, 
2016/3/6, 17, 24, 13, 1, 
2016/3/7, 17, 12, 16, , 
2016/3/8, 22, 11, 11, , 
2016/3/9, 70, 15, 12, , 
2016/3/10, 1, 21, 10, , 
2016/3/11, 1, 31, 8, 2, 
2016/3/12, 10, 33, 8, 1, 
2016/3/13, 45, 28, 16, 2, 
2016/3/14, 54, 29, 10, 2, 
2016/3/15, 47, 27, 13, 1, 
2016/3/16, 24, 22, 7, 1, 
2016/3/17, 22, 26, 6, , 
2016/3/18, 73, 30, 5, , 
2016/3/19, 70, 23, 3, 1, 
2016/3/20, 33, , , , 
2016/3/24, 90, 39, 3, 1, 
2016/3/25, 35, 35, 8, 1, 
2016/3/26, 25, 36, 12, 1, 
2016/3/27, 24, 31, 11, , 
2016/3/28, 53, 24, 12, , 
2016/3/29, 104, 21, 7, , 
2016/3/30, 121, 30, 6, , 
2016/3/31, 101, 37, 3, , 
2016/4/1, 48, 36, 2, , 
2023/6/26, , 62, 3, 7, 
2022/12/9, , 40, 14, 6, 
2022/8/16, , 59, 12, 2, 
2022/9/5, , 27, 7, 3, 
2022/1/2, , 14, 20, 9, 
2021/8/10, , 23, 8, 4, 
2020/4/1, , 42, 9, 5, 
2020/1/1, , 40, 30, 5, 
2019/7/15, , 80, 17, 4, 
2018/11/18, , 69, 8, 2, 
2018/7/21, , 91, 14, 9, 
2018/8/4, , 95, 21, 12, 
2018/4/28, , 45, 14, 3, 
2018/1/2, , 52, 25, 5, 
2018/2/10, , 74, 29, 9, 
2018/3/18, , 57, 10, 6, 
2017/11/13, , 53, 19, 5, 
2016/5/7, , 39, 6, 1, 
2016/1/13, , 30, 8, , 
2016/3/23, , 31, , , 
